nsn,fsc,niin,nomenclature,inc,sos,cancelled,cancelled_niin,amc,amsc,aac,competable,competability_notes,unit_price,ui,slc,ciic,dmil,hmic,hcc,crit_cd,approved_cage,approved_part,cage_company,cage_city,cage_state,cage_status,vendor_name,contact_name,contact_email,contact_phone,website,is_small_business,is_woman_owned,is_veteran_owned,qty,delivery_days,solicitation,purchase_request,source_file
5305-01-626-7987,5305,016267987,"SCREW,MACHINE",06657,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,5PFF0,7501013,"HYDREMA U.S., INC. DBA HYDREMA US INC",CUMMING,GA,A,"HYDREMA U.S., INC.",KRESTEN BINDER,kbi@hydrema.com,4046141747,http://www.hydrema.com,f,f,f,,,,,as260723.txt
5305-01-631-0573,5305,016310573,"SCREW,CAP,SOCKET HEAD",16282,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,39428,92196A265,MCMASTER-CARR SUPPLY CO,ELMHURST,IL,A,,,,,,,,,,,,,as260723.txt
5305-01-653-2944,5305,016532944,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,4091837001,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5305-01-668-4982,5305,016684982,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,65459,111311,"LANDOLL COMPANY, LLC",MARYSVILLE,KS,A,"LANDOLL COMPANY, LLC",ALLEN PERRY,allen.perry@landoll.com,7855624733,http://www.landoll.com,t,f,f,,,,,as260723.txt
5305-01-685-3679,5305,016853679,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,80212,3001028-060020,BAE SYSTEMS LAND & ARMAMENTS L.P.,SAN JOSE,CA,A,,,,,,,,,,,,,as260723.txt
5305-01-696-6071,5305,016966071,"SCREW,MACHINE",06657,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1BL81,H10049,"SPECTRO SCIENTIFIC, INC DBA SPECTRO INC",CHELMSFORD,MA,A,,,,,,,,,,,,,as260723.txt
5305-01-706-8725,5305,017068725,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3FP69,7520478,"POLARIS SALES INC DBA POLARIS SALES, INC",HAMEL,MN,A,,,,,,,,,,,,,as260723.txt
5305-01-738-1734,5305,017381734,"SCREW,CAP,SOCKET HEAD",16282,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8BGY9,29-25644-01-002,TAYLOR INVESTMENTS LLC,GRASS VALLEY,CA,A,TAYLOR INVESTMENTS LLC,GEOFF HUGHINS,ghughins@gp-mfg.com,5302734135,https://www.gp-mfg.com,t,t,f,,,,,as260723.txt
5305-01-738-1734,5305,017381734,"SCREW,CAP,SOCKET HEAD",16282,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8BGY9,29-25644-01-8,TAYLOR INVESTMENTS LLC,GRASS VALLEY,CA,A,TAYLOR INVESTMENTS LLC,GEOFF HUGHINS,ghughins@gp-mfg.com,5302734135,https://www.gp-mfg.com,t,t,f,,,,,as260723.txt
5305-12-176-0911,5305,121760911,,,,false,,,,,unknown,No MOE rule,,,,,,,,,D9913,935731,GENERAL DYNAMICS EUROPEAN LAND SYSTEMS-BRIDGE SYSTEMS GMBH,KAISERSLAUTERN,,A,,,,,,,,,,,,,as260723.txt
5306-00-152-0611,5306,001520611,"BOLT,MACHINE",01847,SMS,false,,3,P,,false,Sole source — manufacturer only,$205.11,EA,0,U,A,N,,,56878,GYS187-82,"SPS TECHNOLOGIES, LLC DBA PB FASTENERS",JENKINTOWN,PA,A,"SPS TECHNOLOGIES, LLC",AARON MCWATT,aaron.mcwatt@pccairframe.com,2155723781,https://www.pccfasteners.com/,f,f,f,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,0F620,NAS1003-3,"CBS FASTENERS, LLC",ANAHEIM,CA,A,"CBS FASTENERS, LLC",MATTHEW BOYD,matt@parkerfasteners.com,6235128105,https://cbsfasteners.com/,f,t,f,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,0RFT4,NAS1003-3,"MAC FASTENERS, INC. DBA MAC FASTENERS INC",OTTAWA,KS,A,"MAC FASTENERS, INC.",JEREMY BEUTTEL,jeremy.beuttel@trimas.com,7852428812,,f,f,f,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,1DN91,NAS1003-3,"STANDARD AERO PARTS, INC",MOORPARK,CA,A,"STANDARD AERO PARTS, INC",RICK JOHNSON,rick.johnson@standardaeroparts.com,8055315410,www.standardaeroparts.com,f,f,f,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,1ER65,NAS1003-3,"3-V FASTENER CO., INC.",BREA,CA,A,,,,,,,,,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,4GP55,NAS1003-3,ACUFAST AIRCRAFT PRODUCTS,SYLMAR,CA,A,ACUFAST AIRCRAFT PRODUCTS,BETTY SALAZAR,bsalazar@acufastap.com,8183657077,acufast aircraft products,f,f,f,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,53037,NAS1003-3,"HC MERCHANDISERS, INC. DBA HC MERCHANDISERS INC DIV HC PACIFIC",ONTARIO,CA,A,,,,,,,,,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,80205,NAS1003-3,NATIONAL AEROSPACE STANDARDS COMMITTEE AEROSPACE INDUSTRIES ASSOCIATION OF AMERICA INC NOT FOR RFQ OR SOLICITATION USE,ARLINGTON,VA,A,,,,,,,,,,,,,as260723.txt
5306-00-721-5843,5306,007215843,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,$2.32,EA,0,U,,,,,8Z507,NAS1003-3,CALIFORNIA SCREW PRODUCTS CORP,PARAMOUNT,CA,A,CALIFORNIA SCREW PRODUCTS CORP,CHRIS CAUDANA,chris.caudana@calscrew.net,5628586032,http://www.calscrew.net,f,f,f,,,,,as260723.txt
5306-01-286-5435,5306,012865435,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56878,SS5116-10-68,"SPS TECHNOLOGIES, LLC DBA PB FASTENERS",JENKINTOWN,PA,A,"SPS TECHNOLOGIES, LLC",AARON MCWATT,aaron.mcwatt@pccairframe.com,2155723781,https://www.pccfasteners.com/,f,f,f,,,,,as260723.txt
5306-01-286-5435,5306,012865435,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,78286,SS5116-10-68,SIKORSKY AIRCRAFT CORPORATION DBA SIKORSKY AIRCRAFT CORP,STRATFORD,CT,A,,,,,,,,,,,,,as260723.txt
5306-01-286-5435,5306,012865435,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,84256,SS5116-10-68,"AVIBANK MFG., INC. DBA AVIBANK MANUFACTURING INC",NORTH HOLLYWOOD,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-289-7826,5306,012897826,"BOLT,U",06665,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,6J170,VKA7882,TRI-SALES ASSOCIATES INC,OMAHA,NE,A,,,,,,,,,,,,,as260723.txt
5306-01-289-7826,5306,012897826,"BOLT,U",06665,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,74841,VKA7882,FRUEHAUF CORP FRUEHAUF TRAILER OPNS,OMAHA,NE,A,,,,,,,,,,,,,as260723.txt
5306-01-336-6829,5306,013366829,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,64678,23-11011-350,DAIMLER TRUCK NORTH AMERICA LLC,PORTLAND,OR,A,,,,,,,,,,,,,as260723.txt
5306-01-417-7248,5306,014177248,"BOLT,EYE",01853,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,15460,007-169-00,DEXTER AXLE COMPANY LLC,ELKHART,IN,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,06710,BACB30US6K18Y,"VALLEY-TODECO, INC. DBA ARCONIC FASTENING SYSTEMS",SYLMAR,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,06725,BACB30US6K18Y,"SPS TECHNOLOGIES, LLC DBA AIR INDUSTRIES COMPANY DIV AIR INDUSTRIES COMPANY",GARDEN GROVE,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,06950,BACB30US6K18Y,HOWMET GLOBAL FASTENING SYSTEMS INC,CITY OF INDUSTRY,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,16258,BACB30US6K18Y,"SPACE-LOK, INC. DBA SPACE-LOK INC DIV SPACE-LOK",GARDENA,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,17943,BACB30US6K18Y,FEDERAL MANUFACTURING CORP,CHATSWORTH,CA,A,FEDERAL MANUFACTURING CORP,PAUL RAINEY,sales@federalmanufacturing.com,8183419825,http://www.FederalManufacturing.com,f,f,f,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1RC86,BACB30US6K18Y,HOWMET GLOBAL FASTENING SYSTEMS INC DIV CITY OF INDUSTRY OPERATIONS,CITY OF INDUSTRY,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,27624,BACB30US6K18Y,SPS TECHNOLOGIES LLC DBA PB FASTENERS DIV PB FASTENERS,GARDENA,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56878,BACB30US6K18Y,"SPS TECHNOLOGIES, LLC DBA PB FASTENERS",JENKINTOWN,PA,A,"SPS TECHNOLOGIES, LLC",AARON MCWATT,aaron.mcwatt@pccairframe.com,2155723781,https://www.pccfasteners.com/,f,f,f,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,57928,BACB30US6K18Y,"SONIC INDUSTRIES, INC. DBA SONIC INDUSTRIES INC DIV SONIC INDUSTRIES",TORRANCE,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,5M902,BACB30US6K18Y,HOWMET GLOBAL FASTENING SYSTEMS INC. DIV VOI-SHAN PRODUCTS,TORRANCE,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-436-1471,5306,014361471,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,81205,BACB30US6K18Y,THE BOEING COMPANY DIV DEFENSE,TUKWILA,WA,A,,,,,,,,,,,,,as260723.txt
5306-01-466-6877,5306,014666877,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,6K4C8,901-036-211-107,GOODRICH CORPORATION,HALTOM CITY,TX,A,,,,,,,,,,,,,as260723.txt
5306-01-466-6877,5306,014666877,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,77272,901-036-211-107,THE BOEING COMPANY,RIDLEY PARK,PA,A,,,,,,,,,,,,,as260723.txt
5306-01-515-6347,5306,015156347,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1W9T8,M939030111,"S T PRODUCTION SYSTEMS, INC DIV NEW JERSEY OPERATIONS",FARMINGDALE,NJ,A,,,,,,,,,,,,,as260723.txt
5306-01-515-6347,5306,015156347,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3B3G2,M939030111,"ARGON ST, INC.",SMITHFIELD,PA,A,,,,,,,,,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,06710,C7521L6-28,"VALLEY-TODECO, INC. DBA ARCONIC FASTENING SYSTEMS",SYLMAR,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,06725,C7521L6-28,"SPS TECHNOLOGIES, LLC DBA AIR INDUSTRIES COMPANY DIV AIR INDUSTRIES COMPANY",GARDEN GROVE,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0K6Z0,C7521L6-28,SATURN FASTENERS INC,BURBANK,CA,A,SATURN FASTENERS INC,SIMONA PREDA,spreda@acument.com,8189724513,https://fontanagruppoagtna.com/,f,f,f,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,17446,C7521L6-28,"HUCK INTERNATIONAL, INC",CARSON,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,27624,C7521L6-28,SPS TECHNOLOGIES LLC DBA PB FASTENERS DIV PB FASTENERS,GARDENA,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56878,C7521L6-28,"SPS TECHNOLOGIES, LLC DBA PB FASTENERS",JENKINTOWN,PA,A,"SPS TECHNOLOGIES, LLC",AARON MCWATT,aaron.mcwatt@pccairframe.com,2155723781,https://www.pccfasteners.com/,f,f,f,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,70236,C7521L6-28,TACTAIR FLUID CONTROLS INC,LIVERPOOL,NY,A,,,,,,,,,,,,,as260723.txt
5306-01-531-1307,5306,015311307,"BOLT,SHEAR",15903,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,80539,C7521L6-28,"SPS TECHNOLOGIES, LLC DBA AEROSPACE FASTENERS GROUP DIV AEROSPACE - SANTA ANA",SANTA ANA,CA,A,,,,,,,,,,,,,as260723.txt
5306-01-547-7761,5306,015477761,"BOLT,EYE",01853,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,4N530,909906-3251,ISUZU DIESEL OF NORTH AMERICA,PLYMOUTH,MI,A,,,,,,,,,,,,,as260723.txt
5306-01-573-7353,5306,015737353,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,05047,AES10M508030WC2M52,THE AMERICAN SOCIETY OF MECHANICAL ENGINEERS,NEW YORK,NY,A,,,,,,,,,,,,,as260723.txt
5306-01-576-8019,5306,015768019,"BOLT,U",06665,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,64678,16-14511-000,DAIMLER TRUCK NORTH AMERICA LLC,PORTLAND,OR,A,,,,,,,,,,,,,as260723.txt
5306-01-578-6524,5306,015786524,"BOLT SET,ENGINE SHA",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0C770,6673-TTMS-073,"CONCEPTS NREC, LLC",WHITE RIVER JUNCTION,VT,A,"CONCEPTS NREC, LLC",BRADLEY LEISER,bleiser@conceptsnrec.com,8022806147,www.conceptsnrec.com,f,f,f,,,,,as260723.txt
5306-01-632-6767,5306,016326767,"BOLT,MACHINE",01847,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1GWN9,109355,"CLARUS TECHNOLOGIES, LLC",BELLINGHAM,WA,A,,,,,,,,,,,,,as260723.txt
5307-00-527-4447,5307,005274447,"STUD,PLAIN",15948,SMS,false,,,,,unknown,No MOE rule,$140.31,EA,0,U,,,,,97499,214-040-472-5,BELL TEXTRON INC,FORT WORTH,TX,A,,,,,,,,,,,,,as260723.txt
5307-01-266-0617,5307,012660617,"STUD,PLAIN",15948,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,63857,PL-999R0501-CPC57,CIRCOR NAVAL SOLUTIONS LLC DBA WARREN PUMPS,WARREN,MA,A,,,,,,,,,,,,,as260723.txt
5307-01-454-3517,5307,014543517,"STUD,PLAIN",15948,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,2X179,9.6820.014,"LOMBARDINI U.S.A., INC",DULUTH,GA,A,,,,,,,,,,,,,as260723.txt
5307-01-510-6202,5307,015106202,"STUD,PLAIN",15948,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0B8S3,3863791,CUMMINS INC,MEMPHIS,TN,A,,,,,,,,,,,,,as260723.txt
5307-01-559-2772,5307,015592772,"STUD,SELF-LOCKING",27783,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,4N501,10001334,CONSOLIDATED METCO INC CLACKAMAS PLANT,PORTLAND,OR,A,,,,,,,,,,,,,as260723.txt
5307-01-733-2421,5307,017332421,"STUD,PLAIN",15948,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,90099,6D66842-001,NORTHROP GRUMMAN SYSTEMS CORPORATION DIV MARINE SYSTEMS,SUNNYVALE,CA,A,,,,,,,,,,,,,as260723.txt
5310-00-037-4935,5310,000374935,"WASHER,FLAT",13393,SMS,true,002908314 003605274 005123542,1,L,,true,"Competitive, restrictive terms",$199.80,EA,0,U,A,N,,X,17624,25815P,ASPHALT EQUIPMENT CO INC,FORT WAYNE,IN,A,,,,,,,,,,,,,as260723.txt
5310-00-037-4935,5310,000374935,"WASHER,FLAT",13393,SMS,true,002908314 003605274 005123542,1,L,,true,"Competitive, restrictive terms",$199.80,EA,0,U,A,N,,X,1Y370,25815,SUNTEC INDUSTRIES INC DEL DBA SUNTEC,ROCKFORD,IL,A,,,,,,,,,,,,,as260723.txt
5310-00-037-4935,5310,000374935,"WASHER,FLAT",13393,SMS,true,002908314 003605274 005123542,1,L,,true,"Competitive, restrictive terms",$199.80,EA,0,U,A,N,,X,45934,99-1125,"ONTIC ENGINEERING & MANUFACTURING, INC DBA ONTIC US",CHATSWORTH,CA,A,,,,,,,,,,,,,as260723.txt
5310-00-037-4935,5310,000374935,"WASHER,FLAT",13393,SMS,true,002908314 003605274 005123542,1,L,,true,"Competitive, restrictive terms",$199.80,EA,0,U,A,N,,X,70142,74125-21,AEROIL PRODUCTS CO INC,RIVER EDGE,NJ,A,,,,,,,,,,,,,as260723.txt
5310-00-037-4935,5310,000374935,"WASHER,FLAT",13393,SMS,true,002908314 003605274 005123542,1,L,,true,"Competitive, restrictive terms",$199.80,EA,0,U,A,N,,X,70142,74145-21,AEROIL PRODUCTS CO INC,RIVER EDGE,NJ,A,,,,,,,,,,,,,as260723.txt
5310-00-037-4935,5310,000374935,"WASHER,FLAT",13393,SMS,true,002908314 003605274 005123542,1,L,,true,"Competitive, restrictive terms",$199.80,EA,0,U,A,N,,X,91265,G309C0MP0UND1183,PARKER-HANNIFIN CORPORATION DIV O-RING DIVISION,GOSHEN,IN,A,,,,,,,,,,,,,as260723.txt
5310-01-022-7943,5310,010227943,"NUT,PLAIN,SINGLE BALL SEAT,HEXAG",04892,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0K9M4,523434,HADCO ENGINEERING INC,CORONA,CA,A,HADCO ENGINEERING INC,ADELE DREW,adele@hadcoengineering.com,9512781952,http://www.hadcoengineering.com,t,t,f,,,,,as260723.txt
5310-01-097-9937,5310,010979937,"WASHER,FLAT",13393,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,78286,S1525-50514-000,SIKORSKY AIRCRAFT CORPORATION DBA SIKORSKY AIRCRAFT CORP,STRATFORD,CT,A,,,,,,,,,,,,,as260723.txt
5310-01-141-7200,5310,011417200,"WASHER,KEY",01869,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,29372,CA21062-10R,HOWMET GLOBAL FASTENING SYSTEMS INC. DIV TRIDAIR PRODUCTS,TORRANCE,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-145-8404,5310,011458404,"WASHER,FLAT",13393,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,15434,3000082,CUMMINS INC.,COLUMBUS,IN,A,,,,,,,,,,,,,as260723.txt
5310-01-145-8404,5310,011458404,"WASHER,FLAT",13393,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34623,MA362-21069,AM GENERAL LLC,SOUTH BEND,IN,A,,,,,,,,,,,,,as260723.txt
5310-01-225-1314,5310,012251314,"NUT,PLAIN,HEXAGON",01857,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,2CR843,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5310-01-238-3103,5310,012383103,"WASHER,LOCK",14218,SMS,true,010135632,,,,unknown,No MOE rule,,,,,,,,,62445,111-9610,DEUTZ CORPORATION,NORCROSS,GA,A,DEUTZ CORPORATION,MARK BURGART,mark.burgart@deutz.com,7705647100,https://www.deutzusa.com/home,f,f,f,,,,,as260723.txt
5310-01-247-5784,5310,012475784,"NUT,SPECIAL",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34695,08-500-108-00-032,COKER PUMP & EQUIPMENT CO.,OAKLAND,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-360-7509,5310,013607509,"NUT,PLAIN,PLATE",01872,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,D8095,9NM 401 389-02,GOODRICH LIGHTING SYSTEMS GMBH & CO KG DIV UTAS,LIPPSTADT,,A,,,,,,,,,,,,,as260723.txt
5310-01-388-7443,5310,013887443,"WASHER,FLAT",13393,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,58051,DF 001-1,ADAMS RITE MFG. CO.,POMONA,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-392-8585,5310,013928585,"NUT,PLAIN,HEXAGON",01857,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,35795,B521315-00,"LESLIE CONTROLS, INC. DBA LESLIE CONTROLS INC",TAMPA,FL,A,,,,,,,,,,,,,as260723.txt
5310-01-392-8585,5310,013928585,"NUT,PLAIN,HEXAGON",01857,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,35795,NB52131500,"LESLIE CONTROLS, INC. DBA LESLIE CONTROLS INC",TAMPA,FL,A,,,,,,,,,,,,,as260723.txt
5310-01-392-9590,5310,013929590,"NUT,PLAIN,EXTENDED WASHER,DOUBLE",04888,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,33269,094-13200,"AIRCRAFT WHEEL AND BRAKE, LLC DBA CLEVELAND WHEEL AND BRAKE SYSTEMS",AVON,OH,A,"AIRCRAFT WHEEL AND BRAKE, LLC",PATRICK ROBINSON,patrick.robinson@ClevelandWBS.com,4409371218,http://www.clevelandwheelandbrake.com,f,f,f,,,,,as260723.txt
5310-01-456-1576,5310,014561576,"NUT,SELF-LOCKING,EXTENDED WASHER",29729,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,15653,H54656-14,HOWMET GLOBAL FASTENING SYSTEMS INC,FULLERTON,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-456-1576,5310,014561576,"NUT,SELF-LOCKING,EXTENDED WASHER",29729,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,16258,SLN125V14,"SPACE-LOK, INC. DBA SPACE-LOK INC DIV SPACE-LOK",GARDENA,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-456-1576,5310,014561576,"NUT,SELF-LOCKING,EXTENDED WASHER",29729,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,27238,BH00685V14,"BRISTOL INDUSTRIES, LLC",BREA,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-456-1576,5310,014561576,"NUT,SELF-LOCKING,EXTENDED WASHER",29729,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,27238,HS4133V14,"BRISTOL INDUSTRIES, LLC",BREA,CA,A,,,,,,,,,,,,,as260723.txt
5310-01-456-1576,5310,014561576,"NUT,SELF-LOCKING,EXTENDED WASHER",29729,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56878,HS4133V14,"SPS TECHNOLOGIES, LLC DBA PB FASTENERS",JENKINTOWN,PA,A,"SPS TECHNOLOGIES, LLC",AARON MCWATT,aaron.mcwatt@pccairframe.com,2155723781,https://www.pccfasteners.com/,f,f,f,,,,,as260723.txt
5310-01-464-1830,5310,014641830,"NUT,PLAIN,HEXAGON",01857,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,86329,35-18425-0007-1,PARKER-HANNIFIN CORPORATION DBA PNEUTRONICS DIV GAS TURBINE FUEL SYSTEMS DIVISION,DEVENS,MA,A,,,,,,,,,,,,,as260723.txt
5310-01-478-8675,5310,014788675,"WASHER,FLAT",13393,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,64678,23-09114-017,DAIMLER TRUCK NORTH AMERICA LLC,PORTLAND,OR,A,,,,,,,,,,,,,as260723.txt
5310-01-521-9316,5310,015219316,"WASHER,SPRING TENSION",15938,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34914,990-8498,HIAB USA INC,PERRYSBURG,OH,A,,,,,,,,,,,,,as260723.txt
5310-01-526-9983,5310,015269983,"WASHER,CONCAVE",15930,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34914,182-9734,HIAB USA INC,PERRYSBURG,OH,A,,,,,,,,,,,,,as260723.txt
5310-01-526-9983,5310,015269983,"WASHER,CONCAVE",15930,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,4KK855,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5310-01-533-4113,5310,015334113,"WASHER,SUPPORT",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,535V1,0259977738-00,"PLASAN NORTH AMERICA, INC.",GRAND RAPIDS,MI,A,"PLASAN NORTH AMERICA, INC.",MOLLY BARNETT,mbarnett@plasan.us.com,6165590032,,f,f,f,,,,,as260723.txt
5310-01-533-4113,5310,015334113,"WASHER,SUPPORT",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,1KP198,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5310-01-543-1404,5310,015431404,"WASHER,LOCK",14218,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0NH46,031106100,MULTIQUIP INC. DBA MULTIQUIP INC,CYPRESS,CA,A,MULTIQUIP INC.,LARRY SAVITZ,lsavitz@multiquip.com,8004211244,http://www.multiquip.com,f,f,f,,,,,as260723.txt
